ID,SMILES,Type,Value
50471461,"N#Cc1coc(c1)C1=CN2CCC1CC2 |t:8,(15.34,-1.58,;14.73,-2.99,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;12.62,-4.75,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,710
50471462,"Cc1cc(c(o1)C1=CN2CCC1CC2)-c1ccccc1 |t:7,(16.43,-5.91,;14.9,-5.75,;14.1,-4.41,;12.62,-4.75,;12.46,-6.27,;13.87,-6.91,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;8.45,-8.58,;8.45,-7.04,;9.8,-6.27,;9.06,-7.61,;10.56,-8.02,;11.46,-3.73,;11.79,-2.21,;10.63,-1.2,;9.19,-1.68,;8.87,-3.19,;10.02,-4.21,)|",Ki,2.4
50471463,"Oc1cccc(c1)-c1ccoc1C1=CN2CCC1CC2 |t:14,(16.5,.02,;16.18,-1.49,;14.73,-1.97,;14.42,-3.5,;15.56,-4.5,;17.01,-4.02,;17.34,-2.51,;18.17,-5.05,;19.65,-4.72,;20.44,-6.06,;19.42,-7.2,;18.01,-6.58,;16.66,-7.35,;16.66,-8.89,;15.34,-9.66,;16.08,-8.32,;14.6,-7.9,;15.34,-6.58,;14,-7.35,;14,-8.89,)|",Ki,0.27
50471464,"CCCCOc1cccc(c1)-c1ccoc1C1=CN2CCC1CC2 |t:18,(14.5,4.3,;14.19,2.79,;12.72,2.31,;12.42,.79,;10.95,.31,;10.63,-1.2,;9.19,-1.68,;8.87,-3.19,;10.02,-4.21,;11.46,-3.73,;11.79,-2.21,;12.62,-4.75,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,8.4
50471465,"C1CN(CCO1)c1cccc(c1)-c1ccoc1C1=CN2CCC1CC2 |t:20,(10.12,2.84,;9.8,1.35,;10.95,.31,;12.43,.8,;12.74,2.33,;11.58,3.34,;10.63,-1.2,;9.19,-1.68,;8.87,-3.19,;10.02,-4.21,;11.46,-3.73,;11.79,-2.21,;12.62,-4.75,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;8.45,-8.58,;8.45,-7.04,;9.8,-6.27,;9.06,-7.61,;10.56,-8.02,)|",Ki,2.3
50471466,"COC(=O)c1ccc(cc1)-c1ccoc1C1=CN2CCC1CC2 |t:17,(10.95,-.43,;12.11,-1.44,;13.57,-.96,;13.87,.57,;14.73,-1.97,;14.42,-3.5,;15.56,-4.5,;17.01,-4.02,;17.34,-2.51,;16.18,-1.49,;18.17,-5.05,;19.65,-4.72,;20.44,-6.06,;19.42,-7.2,;18.01,-6.58,;16.66,-7.35,;16.66,-8.89,;15.34,-9.66,;16.08,-8.32,;14.6,-7.9,;15.34,-6.58,;14,-7.35,;14,-8.89,)|",Ki,2.2
50471467,"N#Cc1ccoc1C1=CN2CCC1CC2 |t:8,(10.31,-2.71,;11.46,-3.73,;12.62,-4.75,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,400
50471468,"Brc1coc(c1)C1=CN2CCC1CC2 |t:7,(14.73,-2.99,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;12.62,-4.75,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,130
50471469,"Cc1ccoc1C1=CN2CCC1CC2 |t:7,(11.46,-3.73,;12.62,-4.75,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,520
50471470,"C1CN2CCC1C(=C2)c1occc1-c1ccccc1 |c:7,(8.45,-7.04,;8.45,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;11.13,-7.04,;11.13,-8.58,;12.46,-6.27,;13.87,-6.91,;14.9,-5.75,;14.1,-4.41,;12.62,-4.75,;11.46,-3.73,;10.02,-4.21,;8.87,-3.19,;9.19,-1.68,;10.63,-1.2,;11.79,-2.21,)|",Ki,2.8
50471471,"C1CN2CCC1C(=C2)c1cc(co1)-c1ccccc1 |c:7,(8.45,-7.04,;8.45,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;11.13,-7.04,;11.13,-8.58,;12.46,-6.27,;12.62,-4.75,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;14.73,-2.99,;13.81,-1.78,;14.41,-.36,;15.95,-.17,;16.85,-1.42,;16.24,-2.83,)|",Ki,730
50471472,"C1CN(CCO1)c1ccc(cc1)-c1ccoc1C1=CN2CCC1CC2 |t:20,(5.42,-.11,;6.56,-1.13,;8.03,-.65,;8.34,.87,;7.19,1.89,;5.72,1.4,;9.19,-1.68,;10.63,-1.2,;11.79,-2.21,;11.46,-3.73,;10.02,-4.21,;8.87,-3.19,;12.62,-4.75,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,420
50471473,"N#Cc1cccc(c1)-c1ccoc1C1=CN2CCC1CC2 |t:15,(11.27,1.83,;10.95,.31,;10.63,-1.2,;9.19,-1.68,;8.87,-3.19,;10.02,-4.21,;11.46,-3.73,;11.79,-2.21,;12.62,-4.75,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,7.8
50471474,"CCCCc1ccc(o1)C1=CN2CCC1CC2 |t:10,(19.23,-8.87,;18.59,-7.48,;17.07,-7.33,;16.43,-5.91,;14.9,-5.75,;14.1,-4.41,;12.62,-4.75,;12.46,-6.27,;13.87,-6.91,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,17
50471475,"FC(F)(F)c1cccc(c1)-c1ccoc1C1=CN2CCC1CC2 |t:17,(11.23,1.69,;10.95,.31,;12.36,1.06,;9.92,1.56,;10.63,-1.2,;9.19,-1.68,;8.87,-3.19,;10.02,-4.21,;11.46,-3.73,;11.79,-2.21,;12.62,-4.75,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;8.45,-8.58,;8.45,-7.04,;9.8,-6.27,;9.06,-7.61,;10.56,-8.02,)|",Ki,5.7
50471476,"N#Cc1ccc(cc1)-c1ccoc1C1=CN2CCC1CC2 |t:15,(12.42,.06,;13.57,-.96,;14.73,-1.97,;14.42,-3.5,;15.56,-4.5,;17.01,-4.02,;17.34,-2.51,;16.18,-1.49,;18.17,-5.05,;19.65,-4.72,;20.44,-6.06,;19.42,-7.2,;18.01,-6.58,;16.66,-7.35,;16.66,-8.89,;15.34,-9.66,;14,-8.89,;14,-7.35,;15.34,-6.58,;14.6,-7.9,;16.08,-8.32,)|",Ki,190
50471477,"CCCCOc1ccc(cc1)-c1ccoc1C1=CN2CCC1CC2 |t:18,(6.33,4.42,;7.49,3.39,;7.19,1.88,;8.34,.86,;8.03,-.65,;9.19,-1.68,;8.87,-3.19,;10.02,-4.21,;11.46,-3.73,;11.79,-2.21,;10.63,-1.2,;12.62,-4.75,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;8.45,-8.58,;8.45,-7.04,;9.8,-6.27,;9.06,-7.61,;10.56,-8.02,)|",Ki,280
50471478,"COC(=O)c1cccc(c1)-c1ccoc1C1=CN2CCC1CC2 |t:17,(15.66,2.56,;15.35,1.05,;16.5,.02,;17.95,.5,;16.18,-1.49,;14.73,-1.97,;14.42,-3.5,;15.56,-4.5,;17.01,-4.02,;17.34,-2.51,;18.17,-5.05,;19.65,-4.72,;20.44,-6.06,;19.42,-7.2,;18.01,-6.58,;16.66,-7.35,;16.66,-8.89,;15.34,-9.66,;14,-8.89,;14,-7.35,;15.34,-6.58,;14.6,-7.9,;16.08,-8.32,)|",Ki,0.8
50471479,"COC(=O)c1ccc(o1)C1=CN2CCC1CC2 |t:10,(18.86,-4.82,;17.32,-4.66,;16.43,-5.91,;17.07,-7.33,;14.9,-5.75,;14.1,-4.41,;12.62,-4.75,;12.46,-6.27,;13.87,-6.91,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,810
50471480,"Brc1ccc(o1)C1=CN2CCC1CC2 |t:7,(16.43,-5.91,;14.9,-5.75,;14.1,-4.41,;12.62,-4.75,;12.46,-6.27,;13.87,-6.91,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,6.4
50471481,"FC(F)(F)OS(=O)(=O)c1cccc(c1)-c1ccoc1C1=CN2CCC1CC2 |t:21,(8.73,2.78,;8.45,1.4,;9.86,2.14,;7.42,2.65,;8.13,-.11,;9.28,-1.13,;10.66,-1.81,;10.75,-.65,;8.96,-2.64,;7.52,-3.12,;7.2,-4.63,;8.35,-5.66,;9.8,-5.18,;10.12,-3.66,;10.95,-6.19,;12.43,-5.85,;13.23,-7.2,;12.2,-8.35,;10.79,-7.71,;9.46,-8.48,;9.46,-10.02,;8.13,-10.79,;8.89,-9.46,;7.39,-9.06,;8.13,-7.71,;6.78,-8.48,;6.78,-10.02,)|",Ki,16
50471482,"O=C(Nc1ccccc1)c1ccoc1C1=CN2CCC1CC2 |t:16,(11.66,-7.52,;13.13,-7.04,;13.44,-5.52,;12.29,-4.5,;10.82,-4.98,;9.69,-3.96,;9.99,-2.45,;11.45,-1.97,;12.61,-2.99,;14.29,-8.05,;15.76,-7.71,;16.56,-9.06,;15.54,-10.21,;14.13,-9.57,;12.78,-10.34,;12.78,-11.88,;11.45,-12.65,;10.12,-11.88,;10.12,-10.34,;11.45,-9.57,;10.72,-10.92,;12.2,-11.33,)|",Ki,800
50471483,"N#Cc1ccc(o1)C1=CN2CCC1CC2 |t:8,(17.97,-6.07,;16.43,-5.91,;14.9,-5.75,;14.1,-4.41,;12.62,-4.75,;12.46,-6.27,;13.87,-6.91,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,93
50471484,"FC(F)(F)c1ccc(cc1)-c1ccoc1C1=CN2CCC1CC2 |t:17,(6.97,.28,;8.03,-.65,;8.1,.95,;6.43,-.91,;9.19,-1.68,;8.87,-3.19,;10.02,-4.21,;11.46,-3.73,;11.79,-2.21,;10.63,-1.2,;12.62,-4.75,;14.1,-4.41,;14.9,-5.75,;13.87,-6.91,;12.46,-6.27,;11.13,-7.04,;11.13,-8.58,;9.8,-9.35,;10.56,-8.02,;9.06,-7.61,;9.8,-6.27,;8.45,-7.04,;8.45,-8.58,)|",Ki,130
50473794,CCOC(=O)c1c(C)[nH]c2ccc3OC4N(CCc5cccc(Cl)c45)Cc3c12,Ki,>4365
50473795,COC(=O)c1c(C)n(C)c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,Ki,1175
50473796,CCOC(=O)c1c(C)[nH]c2ccc3OC4N(CCc5cc(SC)ccc45)Cc3c12,Ki,1778
50473797,CCOC(=O)c1c(C)[nH]c2ccc3OC4N(CCc5cc(Cl)ccc45)Cc3c12,Ki,5129
50473798,CCOC(=O)c1c(CC)[nH]c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,Ki,2188
50473799,COc1ccc(Cn2c(C)c(C(=O)OCC=C)c3c4CN5CCc6cc(OC)ccc6C5Oc4ccc23)cc1,Ki,200
50473800,COc1ccc2C3Oc4ccc5[nH]c(C)c(C(=O)OCc6ccccc6)c5c4CN3CCc2c1,Ki,1175
50473801,CCOC(=O)c1c(C)n(CC)c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,Ki,1318
50473802,COc1ccc2C3Oc4ccc5[nH]c(C)c(-c6nc(C)no6)c5c4CN3CCc2c1,Ki,7586
50473803,CCN(C)C(=O)c1c(C)[nH]c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,Ki,21878
50473804,CCCCOC(=O)c1c(C)[nH]c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,Ki,1318
50473805,CCOC(=O)c1c(C)n(C)c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,Ki,1995
50473806,CCCc1[nH]c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c2c1C(=O)OCC,Ki,2042
50473807,CCCc1c(C(=O)OCC)c2c3CN4CCc5cc(OC)ccc5C4Oc3ccc2n1C,Ki,1318
50473808,CCCCc1[nH]c2ccc3OC4N(CCc5cc(SC)ccc45)Cc3c2c1C(=O)OCC,Ki,871
50473809,CCOC(=O)c1c(C)[nH]c2ccc3OC4N(CCc5cc(O)ccc45)Cc3c12,Ki,>21878
50473810,CCCc1c(C(=O)OCC)c2c3CN4CCc5cc(SC)ccc5C4Oc3ccc2n1C,Ki,3311
50473811,CCOC(=O)c1c(CC)n(C)c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,Ki,1514
50473812,CCCCCCc1[nH]c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c2c1C(=O)OCC,Ki,3090
50473813,COc1ccc2C3Oc4ccc5[nH]c(C)c(C(=O)OCC=C)c5c4CN3CCc2c1,Ki,1318
50473814,COc1ccc2C3Oc4ccc5[nH]c(C)c(Cc6ccccc6)c5c4CN3CCc2c1,Ki,2512
50473815,CCCc1[nH]c2ccc3OC4N(CCc5cc(SC)ccc45)Cc3c2c1C(=O)OCC,Ki,871
50473816,CCOC(=O)c1c(CC)n(Cc2ccccc2)c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,Ki,363
50473817,CCCCCc1[nH]c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c2c1C(=O)OCC,Ki,20417
50474485,C[C@@H](C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1 |c:2|,Ki,191
50474486,CCC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1 |c:3|,Ki,240
50474487,CN(C)CCC1=C(Cc2ccncc2)c2ccccc2C1 |c:5|,Ki,4266
50474488,CC(C1=C(CCN(C)C)Cc2ccc(F)cc12)c1ccccn1 |c:2|,Ki,331
50474489,CN(C)CCC1=C(c2ccccc2C1)C(C)(C)c1ccccn1 |t:5|,Ki,52
50474490,CC(C)N(C)CC1=C(C(C)c2ccccn2)c2ccccc2C1 |c:6|,Ki,229
50474491,CC(C1=C(CCN(C)C)Cc2ccc(Cl)cc12)c1ccccn1 |c:2|,Ki,347
50474492,CC(C)N(CCC1=C(C(C)c2ccccn2)c2ccccc2C1)C(C)C |c:6|,Ki,741
50474493,CN(C)CCC1=C(Cc2ccccn2)c2ccccc2C1 |c:5|,Ki,1585
50474494,CN(C)CCNC(=O)C1=C(Cc2ccccn2)c2ccccc2C1 |c:8|,Ki,16218
50474495,CN(C)CCNC(=O)C1=C(Cc2ccncc2)c2ccccc2C1 |c:8|,Ki,53703
50474496,CC(C1=C(CCN(C)CCF)Cc2ccccc12)c1ccccn1 |c:2|,Ki,603
50474497,CN(C)CCC1=C(C(c2ccccc2)c2ccccn2)c2ccccc2C1 |c:5|,Ki,44
50474498,CCN(CC)CCC1=C(C(C)c2ccccn2)c2ccccc2C1 |c:7|,Ki,447
50474499,CCCC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1 |c:4|,Ki,245
50474500,CC(C1=C(CCN2CCOCC2)Cc2ccccc12)c1ccccn1 |c:2|,Ki,4365
50474501,CC(C1=C(CCN2CCCCC2)Cc2ccccc12)c1ccccn1 |c:2|,Ki,1905
50474502,COc1ccc2CC(CCN(C)C)=C(C(C)c3ccccn3)c2c1 |t:12|,Ki,3715
50474503,CC(C1=C(CCN(C)C)Cc2ccc(C)cc12)c1ccccn1 |c:2|,Ki,1622
50474504,CCC(C1=C(CCN(C)C)Cc2cc(Cl)ccc12)c1ccccn1 |c:3|,Ki,224
50474505,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccc1 |c:2|,Ki,158
50474506,CC(C1=C(CCN(C)C)Cc2cc(Cl)ccc12)c1ccccn1 |c:2|,Ki,151
50474507,CN(C)CCC1=C(Cc2cccnc2)c2ccccc2C1 |c:5|,Ki,3715
50474508,CC(C1=C(CCN(C)C)Cc2cc(C)ccc12)c1ccccn1 |c:2|,Ki,562
50474509,CN(C)CCOC(=O)C1=C(Cc2cccnc2)c2ccccc2C1 |c:8|,Ki,3548
50474510,CSc1ccc2CC(CCN(C)C)=C(C(C)c3ccccn3)c2c1 |t:12|,Ki,871
50474511,COc1ccc2C(C(C)c3ccccn3)=C(CCN(C)C)Cc2c1 |t:15|,Ki,1549
50474512,CN(C)CCNC(=O)C1=C(Cc2cccnc2)c2ccccc2C1 |c:8|,Ki,48978
50474513,CN(C)CCOC(=O)C1=C(Cc2ccccn2)c2ccccc2C1 |c:8|,Ki,5370
50474514,CC(C)N(C)CCC1=C(C(C)c2ccccn2)c2ccccc2C1 |c:7|,Ki,871
50474515,CC(C1=C(CCN2CCCC2)Cc2ccccc12)c1ccccn1 |c:2|,Ki,1047
50474516,CC(C1=C(CN(C)C)Cc2ccccc12)c1ccccn1 |c:2|,Ki,35
50474517,CC(C1=C(CCCN(C)C)Cc2ccccc12)c1ccccn1 |c:2|,Ki,891
50475673,[I-].[H][C@]1(C[S@+]([O-])[C@H](C)O1)[C@@]1([H])CCC[N+]1(C)C |r|,Ki,<100000
50475674,[H][C@]1(C[S@@+]([O-])[C@H](C)O1)[C@@]1([H])CCCN1C |r|,Ki,<100000
50475675,[Cl-].C[N+](C)(C)CC#CCOC(=O)Nc1ccc(Cl)cc1,Ki,1950
50475676,[I-].[H][C@]1(C[S@+]([O-])[C@H](C)O1)[C@]1([H])CCC[N+]1(C)C |r|,Ki,<100000
50475677,[H][C@]1(C[S@+]([O-])[C@H](C)O1)[C@]1([H])CCCN1C |r|,Ki,<100000
50475678,[I-].[H][C@]1(C[S@@+]([O-])[C@H](C)O1)[C@]1([H])CCC[N+]1(C)C |r|,Ki,93325
50475679,[I-].[H][C@@]1(C[S@@+]([O-])[C@@H](C)O1)[C@]1([H])CCC[N+]1(C)C |r|,Ki,<100000
50475680,CN1CCC=C(C1)C(=O)OCC#C |c:4|,Ki,1230
50475681,[H][C@]1(C[S@+]([O-])[C@H](C)O1)[C@@]1([H])CCCN1C |r|,Ki,<100000
50475682,[H][C@@]1(C[S@+]([O-])[C@@H](C)O1)[C@@]1([H])CCCN1C |r|,Ki,<100000
50475683,[I-].[H][C@]1(C[S@@+]([O-])[C@H](C)O1)[C@@]1([H])CCC[N+]1(C)C |r|,Ki,<100000
50475684,[H][C@]1(C[S@@+]([O-])[C@H](C)O1)[C@]1([H])CCCN1C |r|,Ki,<100000
50475685,[H][C@@]1(C[S@@+]([O-])[C@@H](C)O1)[C@]1([H])CCCN1C |r|,Ki,<100000
50475686,[H][C@@]1(C[S@@+]([O-])[C@@H](C)O1)[C@@]1([H])CCCN1C |r|,Ki,<100000
50475687,[I-].[H][C@@]1(C[S@+]([O-])[C@@H](C)O1)[C@]1([H])CCC[N+]1(C)C |r|,Ki,<100000
50475688,[H][C@@]1(C[S@+]([O-])[C@@H](C)O1)[C@]1([H])CCCN1C |r|,Ki,<100000
50478145,[H][C@@]1(CS[C@@H](C)O1)[C@@]1([H])CCC[N+]1(C)C,Ki,5888
50478146,[H][C@@]1(CS[C@@H](C)O1)[C@]1([H])CCC[N+]1(C)C,Ki,8318
50478147,[H][C@]1(CO[C@H](C)O1)[C@@]1([H])CCC[N+]1(C)C,Ki,52481
50478148,[H][C@@]1(C[N+](C)(C)C)CS[C@]([H])(C)O1,Ki,10965
50478149,C[C@@H]1O[C@@H](C[S+]1[O-])[C@@H]1CCC[N+]1(C)C |r|,Ki,93325
50478150,[H][C@]1(CS[C@H](C)O1)[C@]1([H])CCC[N+]1(C)C,Ki,14125
50478151,[H][C@]1(CS[C@H](C)O1)[C@@]1([H])CCC[N+]1(C)C,Ki,19055
50478152,[H][C@]1(CO[C@H](C)O1)[C@]1([H])CCC[N+]1(C)C,Ki,21380
50483172,COC(=O)CCCCCN1CCC(CNC(=O)c2c3OCCCn3c3ccccc23)CC1,Ki,<10000
50483176,OC(=O)CCCCCN1CCC(CNC(=O)c2c3OCCCn3c3ccccc23)CC1,Ki,<10000
50491118,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1c(C)cccc1C,Ki,176
50491119,CCN(CC)CCSC(=O)C(O)(c1ccccc1)c1ccccc1,Ki,1.29
50491120,[Br-].C[N+](C)(C)CCOC(=O)C(c1ccccc1)c1ccccc1,Ki,85.7
50491121,[Br-].CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,Ki,5.78
50491122,CCN(CC)CCOC(=O)C(CC)(c1ccccc1)c1ccccc1,Ki,166
50491123,CCN(CC)CCOC(=O)C(c1ccccc1)C1(O)CCCCC1,Ki,7.75
50491124,CCN(CC)CCOC(=O)C(O)(C1CCCCC1)c1cccs1,Ki,1.32
50491125,CCN(CC)CCOC(=O)c1ccccc1Sc1ccc(Cl)cc1,Ki,519
50491126,COc1cc(Br)cc(c1)C1Nc2c(c(C)nn2C)C(=O)CS1,Ki,0.594
50491127,[I-].CC[N+](CC)(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,Ki,5.75
50491128,CC[C@H](C)C(C(=O)OCCCN(CC)CC)c1ccccc1 |r|,Ki,10.7
50491130,[#6]-[#6]-[#7](-[#6]-[#6])-[#6]-[#6]-[#16]-[#6](-[#6](=O)-[#8]-[#6]\[#6]=[#6](\[#6])-[#6])-c1ccccc1,Ki,1040
50491131,CCN(CC)CCOC(=O)C(N1CCCCC1)c1ccccc1,Ki,271
50491132,CC(C)N(CCOC(=O)C(O)(c1ccccc1)c1ccccc1)C(C)C,Ki,971
50491133,[Br-].CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,Ki,1.59
50503043,CC[C@H]1c2cc(C)ccc2OC[C@@]1(C)N |r|,Ki,<10000
50503044,CC[C@H]1c2ccccc2N(C[C@@]1(C)N)c1ccccc1 |r|,Ki,<10000
50503047,CC[C@H]1c2cc(OC)ccc2CC[C@@]1(C)N |r|,Ki,<10000
50503048,[H][C@@]12CCN[C@]1(C)CN(c1ccccc1)c1ccccc21 |r|,Ki,<10000
50503049,[H][C@@]12CCN[C@]1(C)COc1cc(OC)cc(OC)c21 |r|,Ki,<10000
50505700,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccccc2)c2ccccc2)CC1,Ki,25000
50505701,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccc(F)cc2)c2ccccc2)CC1,Ki,15000
50518555,"O=C(OCCc1ccc2OCOc2c1)N(C1CN2CCC1CC2)c1ccccc1 |TLB:14:15:18.19:21.22,(71.69,-33.09,;71.75,-31.55,;73.11,-30.83,;74.42,-31.65,;75.78,-30.93,;77.08,-31.75,;77.02,-33.29,;78.32,-34.1,;79.69,-33.37,;81.14,-33.89,;82.08,-32.68,;81.22,-31.4,;79.74,-31.84,;78.43,-31.02,;70.44,-30.74,;69.08,-31.46,;68.73,-32.89,;67.25,-32.38,;67.24,-30.35,;67.84,-29.09,;67.87,-31.01,;66.17,-31.47,;65.76,-32.9,;70.5,-29.2,;71.86,-28.48,;71.92,-26.94,;70.61,-26.12,;69.25,-26.85,;69.2,-28.39,)|",Ki,630
50518556,"Fc1ccc(CCCOC(=O)N(C2CN3CCC2CC3)c2ccccc2)cc1F |TLB:11:12:15.16:18.19,(80.95,-52.51,;79.59,-53.23,;79.54,-54.77,;78.18,-55.49,;76.88,-54.66,;75.51,-55.39,;74.21,-54.57,;72.85,-55.29,;71.54,-54.47,;70.18,-55.19,;70.13,-56.73,;68.88,-54.38,;67.52,-55.1,;67.17,-56.53,;65.68,-56.02,;65.67,-53.99,;66.27,-52.73,;66.3,-54.65,;64.6,-55.1,;64.2,-56.54,;68.93,-52.84,;70.3,-52.12,;70.35,-50.58,;69.05,-49.76,;67.68,-50.49,;67.63,-52.03,;76.92,-53.14,;78.28,-52.41,;78.33,-50.87,)|",Ki,300
50518557,"Fc1ccc(CCN(C(=O)OC2CN3CCC2CC3)c2ccccc2)cc1 |TLB:10:11:14.15:17.18,(18.31,-36.25,;16.97,-35.49,;15.64,-36.26,;14.31,-35.49,;14.31,-33.95,;12.98,-33.18,;11.65,-33.95,;10.31,-33.18,;8.98,-33.95,;8.98,-35.49,;7.65,-33.18,;6.31,-33.95,;5.96,-35.38,;4.48,-34.87,;4.47,-32.84,;5.07,-31.58,;5.1,-33.5,;3.39,-33.95,;2.99,-35.39,;10.31,-31.64,;8.98,-30.87,;8.98,-29.32,;10.31,-28.55,;11.65,-29.32,;11.65,-30.87,;15.64,-33.17,;16.97,-33.94,)|",Ki,2
50518558,COc1ccc(CCN(C(=O)OC2CCCN(C)C2)c2ccccc2)cc1,Ki,690
50518559,"COc1ccc(CCN(C(=O)OC2CN3CCC2CC3)c2ccccc2)cc1 |TLB:11:12:15.16:18.19,(19.07,-20.84,;17.73,-21.62,;16.4,-20.85,;15.06,-21.62,;13.73,-20.85,;13.74,-19.31,;12.4,-18.54,;11.07,-19.31,;9.74,-18.54,;8.4,-19.31,;8.4,-20.85,;7.07,-18.54,;5.74,-19.31,;5.39,-20.74,;3.9,-20.23,;3.89,-18.2,;4.49,-16.94,;4.52,-18.86,;2.82,-19.32,;2.41,-20.75,;9.74,-17,;8.4,-16.23,;8.41,-14.68,;9.73,-13.91,;11.07,-14.68,;11.07,-16.23,;15.06,-18.54,;16.39,-19.3,)|",Ki,10
50518560,"COc1ccc(CCCOC(=O)N(C2CN3CCC2CC3)c2ccccc2)cc1OC |TLB:12:13:16.17:19.20,(18.87,-18,;18.82,-19.54,;17.46,-20.26,;17.4,-21.8,;16.04,-22.52,;14.74,-21.7,;13.38,-22.42,;12.07,-21.6,;10.71,-22.32,;9.41,-21.5,;8.05,-22.22,;7.99,-23.76,;6.74,-21.41,;5.38,-22.13,;5.03,-23.56,;3.55,-23.05,;3.54,-21.02,;4.14,-19.76,;4.17,-21.68,;2.47,-22.14,;2.06,-23.57,;6.8,-19.87,;8.16,-19.15,;8.22,-17.61,;6.91,-16.79,;5.55,-17.52,;5.5,-19.06,;14.79,-20.17,;16.14,-19.44,;16.19,-17.9,;17.55,-17.18,)|",Ki,1460
